"day","month","year","trialday","wash_status","insecticide_name","treatment","UA","UD","FA","FD","dead","fed","total"
"11","Nov","2020",9,"0","olysetplus",2,0,0,0,0,0,0,0
"23","Jul","2020",10,"Control","untreated",0,0,0,0,0,0,0,0
"17","May","2021",25,"0","interceptorG2",3,0,0,0,0,0,0,0
"06","Jan","2021",3,"0","interceptor",1,0,0,0,0,0,0,0
"22","Jul","2020",9,"0","olysetplus",2,0,0,0,0,0,0,0
"24","May","2021",31,"0","interceptorG2",3,0,0,0,0,0,0,0
"30","Jan","2021",24,"Control","untreated",0,0,0,0,0,0,0,0
"23","Jul","2020",10,"0","interceptorG2",3,0,0,0,0,0,0,0
"20","Aug","2020",34,"Control","untreated",0,0,0,0,0,0,0,0
"08","Dec","2020",32,"Control","untreated",0,0,0,0,0,0,0,0
"22","Aug","2020",36,"Control","untreated",0,0,0,0,0,0,0,0
"29","Apr","2021",10,"Control","untreated",0,0,0,0,0,0,0,0
"13","Dec","2021",31,"0","olysetplus",2,0,0,0,0,0,0,0
"05","Mar","2021",5,"Control","untreated",0,0,1,0,0,1,0,1
"03","Aug","2020",19,"Control","untreated",0,0,0,0,0,0,0,0
"19","Aug","2020",33,"Control","untreated",0,0,0,0,0,0,0,0
"07","Dec","2021",26,"Control","untreated",0,0,0,0,0,0,0,0
"08","Apr","2021",34,"Control","untreated",0,0,0,0,0,0,0,0
"07","Aug","2020",23,"Control","untreated",0,0,0,0,0,0,0,0
"24","Nov","2020",20,"0","interceptorG2",3,0,0,0,0,0,0,0
"27","Jul","2020",13,"Control","untreated",0,0,0,0,0,0,0,0
"10","Apr","2021",36,"Control","untreated",0,0,0,0,0,0,0,0
"23","Jul","2021",35,"Control","untreated",0,0,0,0,0,0,0,0
"20","Jun","2020",30,"Control","untreated",0,0,0,0,0,0,0,0
"04","Dec","2021",24,"Control","untreated",0,0,0,0,0,0,0,0
"15","Jul","2020",3,"Control","untreated",0,0,0,0,0,0,0,0
"15","Jul","2021",28,"0","olysetplus",2,0,0,0,0,0,0,0
"10","Nov","2020",8,"Control","untreated",0,0,0,0,0,0,0,0
"07","Dec","2020",31,"0","interceptor",1,0,0,0,0,0,0,0
"01","Apr","2021",28,"0","interceptor",1,0,0,0,0,0,0,0
"30","Jul","2020",16,"Control","untreated",0,0,0,0,0,0,0,0
"08","Dec","2021",27,"Control","untreated",0,0,0,0,0,0,0,0
"18","May","2020",1,"Control","untreated",0,0,1,0,0,1,0,1
"29","Jun","2021",14,"Control","untreated",0,0,0,0,0,0,0,0
"21","May","2020",4,"0","interceptor",1,0,0,0,0,0,0,0
"04","Aug","2020",20,"Control","untreated",0,0,0,0,0,0,0,0
"16","Jun","2021",3,"Control","untreated",0,0,0,0,0,0,0,0
"09","Apr","2021",35,"Control","untreated",0,0,0,0,0,0,0,0
"18","Nov","2020",15,"Control","untreated",0,0,0,0,0,0,0,0
"17","Nov","2020",14,"0","interceptor",1,0,0,0,0,0,0,0
"04","May","2021",14,"Control","untreated",0,0,0,0,0,0,0,0
"30","Nov","2020",25,"0","interceptorG2",3,0,0,0,0,0,0,0
"16","Dec","2021",34,"0","interceptor",1,0,0,0,0,0,0,0
"20","Apr","2021",2,"Control","untreated",0,0,0,0,0,0,0,0
"07","Apr","2021",33,"0","interceptorG2",3,0,0,0,0,0,0,0
"17","Jul","2021",30,"Control","untreated",0,0,0,0,0,0,0,0
"16","Dec","2021",34,"0","olysetplus",2,0,0,0,0,0,0,0
"15","Jul","2020",3,"0","interceptorG2",3,0,0,0,0,0,0,0
"06","Aug","2020",22,"0","interceptorG2",3,0,0,0,0,0,0,0
"03","Feb","2021",27,"Control","untreated",0,0,0,0,0,0,0,0
"25","Jun","2020",34,"Control","untreated",0,0,0,0,0,0,0,0
"15","Dec","2021",33,"Control","untreated",0,0,0,0,0,0,0,0
"08","Dec","2021",27,"0","olysetplus",2,0,0,0,0,0,0,0
"30","Jun","2021",15,"0","olysetplus",2,0,0,0,0,0,0,0
"22","May","2020",5,"Control","untreated",0,0,1,0,0,1,0,1
"25","Nov","2020",21,"0","interceptor",1,0,0,0,0,0,0,0
"17","Nov","2020",14,"Control","untreated",0,0,0,0,0,0,0,0
"08","Nov","2021",1,"Control","untreated",0,0,0,0,0,0,0,0
"11","Dec","2021",30,"0","olysetplus",2,0,0,0,0,0,0,0
"20","Nov","2020",17,"Control","untreated",0,0,0,0,0,0,0,0
"06","Aug","2020",22,"Control","untreated",0,0,0,0,0,0,0,0
"13","Aug","2020",28,"0","olysetplus",2,0,1,0,0,1,0,1
"07","Aug","2020",23,"0","interceptor",1,0,0,0,0,0,0,0
"31","Mar","2021",27,"0","interceptor",1,0,0,0,0,0,0,0
"26","Nov","2021",17,"0","interceptor",1,0,0,0,0,0,0,0
"11","May","2021",20,"Control","untreated",0,0,0,0,0,0,0,0
"30","Jun","2021",15,"0","interceptorG2",3,0,0,0,0,0,0,0
"01","Mar","2021",1,"Control","untreated",0,0,0,0,0,0,0,0
"18","Nov","2021",10,"0","olysetplus",2,0,1,0,0,1,0,1
"08","Dec","2020",32,"0","interceptor",1,0,0,0,0,0,0,0
"24","Nov","2020",20,"Control","untreated",0,0,0,0,0,0,0,0
"24","Jul","2020",11,"0","interceptor",1,0,0,0,0,0,0,0
"26","May","2020",8,"Control","untreated",0,0,0,0,0,0,0,0
"28","Jul","2020",14,"Control","untreated",0,0,0,0,0,0,0,0
"19","Nov","2021",11,"Control","untreated",0,0,0,0,0,0,0,0
"13","Dec","2021",31,"Control","untreated",0,0,0,0,0,0,0,0
"12","Jul","2021",25,"Control","untreated",0,0,0,0,0,0,0,0
"10","Dec","2021",29,"Control","untreated",0,0,0,0,0,0,0,0
"02","Apr","2021",29,"Control","untreated",0,0,0,0,0,0,0,0
"03","Jun","2020",15,"0","interceptorG2",3,0,1,0,0,1,0,1
"07","Jan","2021",4,"Control","untreated",0,0,0,0,0,0,0,0
"13","Jul","2021",26,"0","olysetplus",2,0,0,0,0,0,0,0
"06","Nov","2020",5,"Control","untreated",0,0,0,0,0,0,0,0
"15","Aug","2020",30,"Control","untreated",0,0,0,0,0,0,0,0
"22","Jul","2020",9,"Control","untreated",0,0,0,0,0,0,0,0
"12","Nov","2020",10,"Control","untreated",0,0,0,0,0,0,0,0
"19","May","2021",27,"Control","untreated",0,0,0,0,0,0,0,0
"16","Jul","2021",29,"Control","untreated",0,0,0,0,0,0,0,0
"21","Jul","2020",8,"0","olysetplus",2,0,0,0,0,0,0,0
"12","Jun","2020",23,"Control","untreated",0,0,0,0,0,0,0,0
"24","Jul","2021",36,"0","interceptorG2",3,0,0,0,0,0,0,0
"26","Nov","2021",17,"Control","untreated",0,0,0,0,0,0,0,0
"05","May","2021",15,"Control","untreated",0,0,0,0,0,0,0,0
"09","Apr","2021",35,"0","interceptorG2",3,0,0,0,0,0,0,0
"23","Nov","2020",19,"Control","untreated",0,0,0,0,0,0,0,0
"18","Nov","2021",10,"Control","untreated",0,0,0,0,0,0,0,0
"19","Apr","2021",1,"0","olysetplus",2,0,0,0,0,0,0,0
"15","Dec","2021",33,"0","interceptorG2",3,0,0,0,0,0,0,0
"05","Apr","2021",31,"0","olysetplus",2,0,0,0,0,0,0,0
"19","Jun","2020",29,"0","interceptorG2",3,0,1,0,0,1,0,1
"25","Nov","2021",16,"Control","untreated",0,0,0,0,0,0,0,0
"30","Nov","2021",20,"0","interceptorG2",3,0,0,0,0,0,0,0
"03","Dec","2021",23,"Control","untreated",0,0,0,0,0,0,0,0
"13","Nov","2021",6,"Control","untreated",0,0,0,0,0,0,0,0
"14","Jan","2021",10,"0","interceptorG2",3,0,2,0,0,2,0,2
"16","Jul","2021",29,"0","olysetplus",2,0,0,0,0,0,0,0
"08","Dec","2020",32,"0","olysetplus",2,0,0,0,0,0,0,0
"14","Dec","2021",32,"Control","untreated",0,0,1,0,0,1,0,1
"15","Jun","2021",2,"Control","untreated",0,0,0,0,0,0,0,0
"06","Dec","2021",25,"0","interceptor",1,0,0,0,0,0,0,0
"04","Mar","2021",4,"Control","untreated",0,0,0,0,0,0,0,0
"22","Apr","2021",4,"Control","untreated",0,0,0,0,0,0,0,0
"14","Jul","2021",27,"Control","untreated",0,0,0,0,0,0,0,0
"06","Feb","2021",30,"0","interceptorG2",3,0,2,0,2,4,2,4
"10","May","2021",19,"0","interceptorG2",3,0,0,0,0,0,0,0
"01","Apr","2021",28,"Control","untreated",0,1,0,0,0,0,0,1
"03","Jul","2021",18,"0","interceptorG2",3,0,0,0,1,1,1,1
"26","Apr","2021",7,"Control","untreated",0,1,0,0,0,0,0,1
"28","Nov","2020",24,"Control","untreated",0,1,0,0,0,0,0,1
"13","Jul","2021",26,"Control","untreated",0,1,0,0,0,0,0,1
"12","May","2021",21,"Control","untreated",0,0,0,0,0,0,0,0
"19","Jul","2021",31,"Control","untreated",0,0,0,0,0,0,0,0
"04","Nov","2020",3,"Control","untreated",0,0,0,0,0,0,0,0
"29","Jul","2020",15,"0","interceptorG2",3,0,0,0,0,0,0,0
"11","Nov","2020",9,"Control","untreated",0,1,0,0,0,0,0,1
"18","Mar","2021",16,"Control","untreated",0,1,0,0,0,0,0,1
"10","Mar","2021",9,"Control","untreated",0,1,0,0,0,0,0,1
"02","Jul","2021",17,"0","interceptorG2",3,0,1,1,0,1,1,2
"03","Mar","2021",3,"Control","untreated",0,0,0,0,0,0,0,0
"23","Apr","2021",5,"Control","untreated",0,1,0,0,0,0,0,1
"24","Jun","2021",10,"Control","untreated",0,0,0,0,0,0,0,0
"21","Jan","2021",16,"Control","untreated",0,1,0,0,0,0,0,1
"21","Apr","2021",3,"Control","untreated",0,1,0,0,0,0,0,1
"10","Aug","2020",25,"0","olysetplus",2,1,0,0,0,0,0,1
"05","Nov","2020",4,"0","interceptorG2",3,0,0,0,0,0,0,0
"09","Dec","2020",33,"Control","untreated",0,1,0,0,0,0,0,1
"23","May","2020",6,"Control","untreated",0,0,0,1,0,0,1,1
"20","Jun","2020",30,"0","interceptorG2",3,1,3,0,0,3,0,4
"13","Jun","2020",24,"Control","untreated",0,0,0,1,0,0,1,1
"26","Nov","2020",22,"Control","untreated",0,0,0,1,0,0,1,1
"10","Mar","2021",9,"0","olysetplus",2,0,2,0,0,2,0,2
"24","Apr","2021",6,"0","interceptor",1,1,0,0,0,0,0,1
"23","Jun","2021",9,"Control","untreated",0,0,0,0,0,0,0,0
"14","Jun","2021",1,"Control","untreated",0,0,0,0,0,0,0,0
"10","Jul","2021",24,"Control","untreated",0,0,0,1,0,0,1,1
"10","Jul","2021",24,"0","olysetplus",2,1,0,0,0,0,0,1
"18","Jan","2021",13,"0","olysetplus",2,0,1,0,0,1,0,1
"03","Jun","2020",15,"0","interceptor",1,1,0,0,0,0,0,1
"17","Aug","2020",31,"0","interceptor",1,1,0,0,0,0,0,1
"05","Mar","2021",5,"0","interceptor",1,1,0,0,0,0,0,1
"26","May","2020",8,"0","interceptor",1,1,0,0,0,0,0,1
"09","Nov","2020",7,"Control","untreated",0,0,0,1,0,0,1,1
"17","Nov","2020",14,"0","interceptorG2",3,1,0,0,0,0,0,1
"06","May","2021",16,"Control","untreated",0,0,0,0,0,0,0,0
"21","Jun","2021",7,"Control","untreated",0,0,0,0,0,0,0,0
"15","Jan","2021",11,"Control","untreated",0,0,0,1,0,0,1,1
"09","Nov","2021",2,"0","interceptor",1,0,0,1,0,0,1,1
"24","Jul","2020",11,"Control","untreated",0,0,0,0,0,0,0,0
"27","Apr","2021",8,"0","olysetplus",2,1,0,0,0,0,0,1
"08","Mar","2021",7,"Control","untreated",0,0,0,1,0,0,1,1
"21","Aug","2020",35,"Control","untreated",0,1,0,0,0,0,0,1
"16","Jun","2020",26,"Control","untreated",0,1,0,0,0,0,0,1
"07","May","2021",17,"0","interceptor",1,0,0,0,0,0,0,0
"18","Aug","2020",32,"Control","untreated",0,0,0,0,0,0,0,0
"02","Mar","2021",2,"Control","untreated",0,0,0,1,0,0,1,1
"15","May","2021",24,"Control","untreated",0,0,0,0,0,0,0,0
"06","Jan","2021",3,"Control","untreated",0,0,0,1,0,0,1,1
"17","Aug","2020",31,"Control","untreated",0,0,0,0,0,0,0,0
"08","Aug","2020",24,"Control","untreated",0,0,0,0,0,0,0,0
"14","Jul","2021",27,"0","interceptor",1,1,0,0,0,0,0,1
"03","Mar","2021",3,"0","olysetplus",2,1,10,0,1,11,1,12
"15","Jun","2020",25,"Control","untreated",0,1,0,0,0,0,0,1
"31","Mar","2021",27,"0","olysetplus",2,0,0,0,0,0,0,0
"09","Jun","2020",20,"0","olysetplus",2,1,1,0,0,1,0,2
"09","Mar","2021",8,"0","interceptorG2",3,1,0,0,0,0,0,1
"16","Jul","2020",4,"Control","untreated",0,0,0,0,0,0,0,0
"12","May","2021",21,"0","interceptorG2",3,0,0,0,0,0,0,0
"01","Aug","2020",18,"Control","untreated",0,0,0,0,0,0,0,0
"07","May","2021",17,"Control","untreated",0,0,0,0,0,0,0,0
"27","Nov","2020",23,"Control","untreated",0,0,0,0,0,0,0,0
"19","Jan","2021",14,"0","olysetplus",2,1,0,0,1,1,1,2
"28","Jun","2021",13,"Control","untreated",0,0,0,1,0,0,1,1
"18","May","2021",26,"0","olysetplus",2,0,0,0,0,0,0,0
"15","Jun","2021",2,"0","interceptor",1,0,0,0,0,0,0,0
"11","Jan","2021",7,"Control","untreated",0,0,0,0,0,0,0,0
"18","Jun","2020",28,"Control","untreated",0,1,0,0,0,0,0,1
"20","May","2020",3,"Control","untreated",0,1,0,0,0,0,0,1
"23","Mar","2021",20,"0","interceptorG2",3,1,0,0,1,1,1,2
"23","Jun","2020",32,"Control","untreated",0,0,0,1,0,0,1,1
"17","Jul","2020",5,"Control","untreated",0,0,1,0,0,1,0,1
"30","Jun","2021",15,"Control","untreated",0,0,0,0,0,0,0,0
"19","Jun","2021",6,"Control","untreated",0,0,0,0,0,0,0,0
"14","May","2021",23,"Control","untreated",0,0,0,0,0,0,0,0
"04","Feb","2021",28,"Control","untreated",0,1,0,0,0,0,0,1
"19","Jan","2021",14,"Control","untreated",0,0,0,1,0,0,1,1
"04","Aug","2020",20,"0","interceptor",1,0,0,0,0,0,0,0
"20","Apr","2021",2,"0","olysetplus",2,0,0,0,0,0,0,0
"25","Nov","2020",21,"0","olysetplus",2,1,0,0,0,0,0,1
"25","Mar","2021",22,"Control","untreated",0,0,0,1,0,0,1,1
"08","Jan","2021",5,"Control","untreated",0,1,0,0,0,0,0,1
"28","Nov","2020",24,"0","olysetplus",2,1,0,0,0,0,0,1
"13","Jan","2021",9,"0","interceptorG2",3,0,0,1,0,0,1,1
"27","Nov","2021",18,"Control","untreated",0,1,0,0,0,0,0,1
"30","Mar","2021",26,"Control","untreated",0,0,0,0,0,0,0,0
"27","Apr","2021",8,"Control","untreated",0,0,0,0,0,0,0,0
"17","Dec","2021",35,"Control","untreated",0,0,0,0,0,0,0,0
"24","Jun","2020",33,"Control","untreated",0,0,0,0,0,0,0,0
"13","Nov","2020",11,"Control","untreated",0,0,0,0,0,0,0,0
"12","Mar","2021",11,"0","interceptorG2",3,1,7,0,1,8,1,9
"27","May","2020",9,"Control","untreated",0,1,0,0,0,0,0,1
"23","Nov","2020",19,"0","olysetplus",2,0,0,0,0,0,0,0
"10","May","2021",19,"Control","untreated",0,0,0,0,0,0,0,0
"19","Mar","2021",17,"Control","untreated",0,0,0,0,0,0,0,0
"20","Jan","2021",15,"Control","untreated",0,1,0,0,0,0,0,1
"18","Jun","2021",5,"Control","untreated",0,0,0,0,0,0,0,0
"09","Nov","2021",2,"Control","untreated",0,1,0,1,0,0,1,2
"29","May","2021",36,"Control","untreated",0,0,0,0,0,0,0,0
"05","Jan","2021",2,"Control","untreated",0,2,0,0,0,0,0,2
"28","May","2021",35,"0","interceptor",1,2,0,0,0,0,0,2
"07","Apr","2021",33,"Control","untreated",0,2,0,0,0,0,0,2
"08","Jun","2020",19,"0","interceptorG2",3,2,1,0,0,1,0,3
"04","Dec","2020",29,"Control","untreated",0,2,0,0,0,0,0,2
"04","Jun","2020",16,"Control","untreated",0,2,0,0,0,0,0,2
"28","Nov","2020",24,"0","interceptor",1,1,0,1,0,0,1,2
"10","Jun","2020",21,"Control","untreated",0,1,0,1,0,0,1,2
"14","Nov","2020",12,"Control","untreated",0,0,0,1,0,0,1,1
"25","May","2020",7,"Control","untreated",0,2,0,0,0,0,0,2
"24","Mar","2021",21,"Control","untreated",0,1,0,0,0,0,0,1
"30","May","2020",12,"Control","untreated",0,1,0,1,0,0,1,2
"26","May","2021",33,"Control","untreated",0,0,0,0,0,0,0,0
"26","Jun","2021",12,"0","interceptor",1,0,0,0,0,0,0,0
"03","Nov","2020",2,"Control","untreated",0,2,0,0,0,0,0,2
"07","Jul","2021",21,"Control","untreated",0,1,0,0,0,0,0,1
"03","May","2021",13,"Control","untreated",0,0,0,1,0,0,1,1
"11","Feb","2021",34,"0","interceptor",1,2,0,0,0,0,0,2
"02","Nov","2020",1,"Control","untreated",0,0,0,0,0,0,0,0
"16","Jan","2021",12,"Control","untreated",0,2,0,0,0,0,0,2
"16","Nov","2021",8,"Control","untreated",0,0,0,2,0,0,2,2
"05","Dec","2020",30,"Control","untreated",0,2,0,0,0,0,0,2
"12","Nov","2021",5,"Control","untreated",0,0,0,0,0,0,0,0
"14","Aug","2020",29,"Control","untreated",0,0,0,0,0,0,0,0
"25","May","2021",32,"Control","untreated",0,0,0,1,0,0,1,1
"09","Jun","2020",20,"Control","untreated",0,1,0,1,0,0,1,2
"29","May","2020",11,"Control","untreated",0,1,0,1,0,0,1,2
"26","Jan","2021",20,"Control","untreated",0,0,0,1,1,1,2,2
"09","Jul","2021",23,"Control","untreated",0,0,0,0,0,0,0,0
"25","Jun","2021",11,"Control","untreated",0,0,0,0,0,0,0,0
"11","Mar","2021",10,"Control","untreated",0,2,0,0,0,0,0,2
"12","Feb","2021",35,"0","interceptor",1,1,0,1,0,0,1,2
"07","Apr","2021",33,"0","olysetplus",2,2,0,0,0,0,0,2
"31","Mar","2021",27,"Control","untreated",0,2,0,0,0,0,0,2
"20","Jul","2020",7,"Control","untreated",0,0,0,0,0,0,0,0
"17","Nov","2021",9,"Control","untreated",0,1,0,1,0,0,1,2
"15","Nov","2021",7,"Control","untreated",0,1,0,0,0,0,0,1
"09","Jan","2021",6,"Control","untreated",0,2,0,0,0,0,0,2
"17","Jun","2020",27,"Control","untreated",0,1,0,1,0,0,1,2
"29","Nov","2021",19,"Control","untreated",0,1,0,0,0,0,0,1
"29","Jan","2021",23,"0","olysetplus",2,1,0,0,0,0,0,1
"08","Jul","2021",22,"Control","untreated",0,0,0,1,0,0,1,1
"23","Mar","2021",20,"Control","untreated",0,1,0,1,0,0,1,2
"13","May","2021",22,"Control","untreated",0,1,0,0,0,0,0,1
"03","Jul","2021",18,"Control","untreated",0,0,0,0,0,0,0,0
"09","Feb","2021",32,"Control","untreated",0,1,0,1,0,0,1,2
"14","Jul","2020",2,"Control","untreated",0,0,0,0,0,0,0,0
"08","Feb","2021",31,"Control","untreated",0,1,0,1,0,0,1,2
"01","Jul","2021",16,"Control","untreated",0,2,0,0,0,0,0,2
"10","Feb","2021",33,"Control","untreated",0,3,0,0,0,0,0,3
"05","Feb","2021",29,"0","interceptor",1,3,1,0,0,1,0,4
"03","May","2021",13,"0","interceptorG2",3,0,0,1,0,0,1,1
"12","May","2021",21,"0","olysetplus",2,0,1,0,0,1,0,1
"02","Jul","2021",17,"Control","untreated",0,0,0,1,0,0,1,1
"25","Jan","2021",19,"0","interceptorG2",3,2,0,1,0,0,1,3
"08","May","2021",18,"Control","untreated",0,1,0,0,0,0,0,1
"11","Jun","2020",22,"Control","untreated",0,1,0,2,0,0,2,3
"10","May","2021",19,"0","interceptor",1,1,0,0,0,0,0,1
"02","Jun","2020",14,"0","interceptor",1,3,0,0,0,0,0,3
"27","Mar","2021",24,"Control","untreated",0,0,0,1,0,0,1,1
"06","Jul","2021",20,"0","interceptor",1,0,1,1,0,1,1,2
"27","May","2020",9,"0","interceptor",1,2,2,1,0,2,1,5
"21","Nov","2020",18,"Control","untreated",0,1,0,0,0,0,0,1
"07","Nov","2020",6,"Control","untreated",0,2,0,0,0,0,0,2
"01","Dec","2020",26,"Control","untreated",0,2,0,1,0,0,1,3
"20","Mar","2021",18,"Control","untreated",0,2,0,1,0,0,1,3
"03","Jun","2020",15,"Control","untreated",0,1,0,2,0,0,2,3
"13","Mar","2021",12,"Control","untreated",0,2,2,1,0,2,1,5
"05","Feb","2021",29,"Control","untreated",0,2,0,1,0,0,1,3
"22","Jan","2021",17,"Control","untreated",0,1,0,1,0,0,1,2
"25","Jan","2021",19,"Control","untreated",0,0,0,0,0,0,0,0
"20","Nov","2021",12,"Control","untreated",0,1,0,2,0,0,2,3
"22","Mar","2021",19,"Control","untreated",0,1,0,0,0,0,0,1
"17","Mar","2021",15,"Control","untreated",0,3,0,0,0,0,0,3
"26","Mar","2021",23,"Control","untreated",0,1,0,0,0,0,0,1
"22","Jun","2020",31,"Control","untreated",0,0,0,1,0,0,1,1
"19","Nov","2020",16,"Control","untreated",0,1,0,1,0,0,1,2
"19","Jun","2020",29,"Control","untreated",0,3,0,0,0,0,0,3
"06","Jul","2021",20,"Control","untreated",0,0,0,0,0,0,0,0
"01","Dec","2021",21,"Control","untreated",0,1,0,2,0,0,2,3
"13","Feb","2021",36,"Control","untreated",0,0,0,1,0,0,1,1
"30","Nov","2020",25,"Control","untreated",0,1,0,0,0,0,0,1
"04","Jan","2021",1,"Control","untreated",0,1,0,1,0,0,1,2
"02","Feb","2021",26,"Control","untreated",0,1,0,1,0,0,1,2
"16","Mar","2021",14,"Control","untreated",0,2,0,2,0,0,2,4
"27","Jan","2021",21,"Control","untreated",0,2,0,1,0,0,1,3
"26","Mar","2021",23,"0","interceptor",1,1,0,3,0,0,3,4
"27","Nov","2020",23,"0","interceptor",1,3,0,0,0,0,0,3
"18","Jan","2021",13,"Control","untreated",0,2,0,1,0,0,1,3
"22","Jun","2021",8,"Control","untreated",0,1,0,0,0,0,0,1
"22","Nov","2021",13,"0","interceptorG2",3,1,1,3,0,1,3,5
