"day","UA","UD","FD","FA","fed","total","dead","wash_status","insecticide_name","treatment"
2023-05-23,44,0,0,1,1,45,0,"20","MiraNet",1
2023-05-24,20,0,0,2,2,22,0,"Control","Control",0
2023-05-24,27,0,0,0,0,27,0,"Control","Control",0
2023-05-24,7,8,0,1,1,16,8,"0","InterceptorG2",2
2023-05-24,11,23,0,0,0,34,23,"0","InterceptorG2",2
2023-05-24,24,10,0,2,2,36,10,"20","InterceptorG2",2
2023-05-24,33,7,0,0,0,40,7,"20","InterceptorG2",2
2023-05-24,12,1,0,0,0,13,1,"0","MiraNet",1
2023-05-24,29,1,0,1,1,31,1,"0","MiraNet",1
2023-05-24,67,11,0,1,1,79,11,"20","MiraNet",1
2023-05-24,31,1,0,1,1,33,1,"20","MiraNet",1
2023-05-25,26,1,0,0,0,27,1,"Control","Control",0
2023-05-25,16,0,0,1,1,17,0,"Control","Control",0
2023-05-25,17,11,0,0,0,28,11,"0","InterceptorG2",2
2023-05-25,8,0,0,0,0,8,0,"0","InterceptorG2",2
2023-05-25,11,5,0,0,0,16,5,"20","InterceptorG2",2
2023-05-25,21,7,1,1,2,30,8,"20","InterceptorG2",2
2023-05-25,30,2,0,3,3,35,2,"0","MiraNet",1
2023-05-25,20,5,0,0,0,25,5,"0","MiraNet",1
2023-05-25,27,6,0,0,0,33,6,"20","MiraNet",1
2023-05-25,38,7,0,1,1,46,7,"20","MiraNet",1
2023-05-26,24,4,0,0,0,28,4,"Control","Control",0
2023-05-26,18,0,0,1,1,19,0,"Control","Control",0
2023-05-26,8,3,0,0,0,11,3,"0","InterceptorG2",2
2023-05-26,4,4,0,0,0,8,4,"0","InterceptorG2",2
2023-05-26,16,3,0,0,0,19,3,"20","InterceptorG2",2
2023-05-26,8,4,0,0,0,12,4,"20","InterceptorG2",2
2023-05-26,20,1,0,0,0,21,1,"0","MiraNet",1
2023-05-26,15,5,0,0,0,20,5,"0","MiraNet",1
2023-05-26,35,8,0,1,1,44,8,"20","MiraNet",1
2023-05-26,28,5,1,0,1,34,6,"20","MiraNet",1
2023-05-27,32,0,0,4,4,36,0,"Control","Control",0
2023-05-27,8,0,0,1,1,9,0,"Control","Control",0
2023-05-27,6,7,0,0,0,13,7,"0","InterceptorG2",2
2023-05-27,17,2,0,1,1,20,2,"0","InterceptorG2",2
2023-05-27,6,3,0,0,0,9,3,"20","InterceptorG2",2
2023-05-27,4,0,0,0,0,4,0,"20","InterceptorG2",2
2023-05-27,61,12,0,5,5,78,12,"0","MiraNet",1
2023-05-27,17,0,0,0,0,17,0,"0","MiraNet",1
2023-05-27,47,3,0,0,0,50,3,"20","MiraNet",1
2023-05-27,24,1,0,0,0,25,1,"20","MiraNet",1
2023-05-28,30,0,0,4,4,34,0,"Control","Control",0
2023-05-28,14,0,0,3,3,17,0,"Control","Control",0
2023-05-28,1,1,0,0,0,2,1,"0","InterceptorG2",2
2023-05-28,3,2,0,0,0,5,2,"0","InterceptorG2",2
2023-05-28,24,18,0,0,0,42,18,"20","InterceptorG2",2
2023-05-28,16,5,0,2,2,23,5,"20","InterceptorG2",2
2023-05-28,42,2,0,2,2,46,2,"0","MiraNet",1
2023-05-28,31,4,0,0,0,35,4,"0","MiraNet",1
2023-05-28,41,3,0,0,0,44,3,"20","MiraNet",1
2023-05-28,63,6,0,2,2,71,6,"20","MiraNet",1
2023-05-29,9,0,0,0,0,9,0,"Control","Control",0
2023-05-29,12,0,0,1,1,13,0,"Control","Control",0
2023-05-29,5,2,0,1,1,8,2,"0","InterceptorG2",2
2023-05-29,11,6,0,0,0,17,6,"0","InterceptorG2",2
2023-05-29,18,11,0,2,2,31,11,"20","InterceptorG2",2
2023-05-29,19,9,0,0,0,28,9,"20","InterceptorG2",2
2023-05-29,15,1,0,0,0,16,1,"0","MiraNet",1
2023-05-29,25,4,0,0,0,29,4,"0","MiraNet",1
2023-05-29,30,2,0,1,1,33,2,"20","MiraNet",1
2023-05-29,12,0,1,0,1,13,1,"20","MiraNet",1
