"day","month","year","trialday","wash_status","insecticide_name","treatment","UA","UD","FA","FD","dead","fed","total"
"29","Mar","2022",20,"36","interceptorG2",3,0,0,0,0,0,0,0
"15","Mar","2022",8,"0","interceptorG2",3,0,1,0,0,1,0,1
"07","Apr","2022",28,"36","interceptorG2",3,0,0,0,0,0,0,0
"07","Dec","2021",26,"Control","untreated",0,0,0,0,0,0,0,0
"08","Apr","2021",34,"Control","untreated",0,0,0,0,0,0,0,0
"13","Apr","2022",33,"Control","untreated",0,0,0,0,0,0,0,0
"16","Feb","2022",33,"36","interceptorG2",3,0,0,0,0,0,0,0
"17","Mar","2022",10,"36","interceptor",1,0,0,0,0,0,0,0
"07","Aug","2020",23,"Control","untreated",0,0,0,0,0,0,0,0
"11","Jul","2022",31,"36","interceptor",1,0,0,0,0,0,0,0
"08","Jun","2022",3,"0","interceptorG2",3,0,0,0,0,0,0,0
"24","Nov","2020",20,"0","interceptorG2",3,0,0,0,0,0,0,0
"27","Jul","2020",13,"Control","untreated",0,0,0,0,0,0,0,0
"01","Dec","22",10,"36","interceptor",1,0,0,0,0,0,0,0
"12","Jul","2022",32,"36","interceptorG2",3,0,0,0,0,0,0,0
"25","Jan","2022",14,"36","interceptor",1,0,0,0,0,0,0,0
"19","Feb","2022",36,"36","interceptor",1,0,0,0,0,0,0,0
"10","Apr","2021",36,"Control","untreated",0,0,0,0,0,0,0,0
"31","Dec","22",36,"36","interceptor",1,0,0,0,0,0,0,0
"25","Nov","22",5,"36","interceptor",1,0,0,0,0,0,0,0
"01","Feb","2022",20,"0","olysetplus",2,0,0,0,0,0,0,0
"23","Jul","2021",35,"Control","untreated",0,0,0,0,0,0,0,0
"31","Jan","2022",19,"36","interceptor",1,0,0,0,0,0,0,0
"09","Feb","2022",27,"36","olysetplus",2,0,0,0,0,0,0,0
"20","Jun","2020",30,"Control","untreated",0,0,0,0,0,0,0,0
"04","Dec","2021",24,"Control","untreated",0,0,0,0,0,0,0,0
"26","Dec","22",31,"0","interceptorG2",3,0,0,0,0,0,0,0
"02","Feb","2022",21,"36","interceptorG2",3,0,0,0,0,0,0,0
"15","Jul","2020",3,"Control","untreated",0,0,0,0,0,0,0,0
"11","Jan","2022",2,"36","olysetplus",2,0,0,0,0,0,0,0
"14","Jan","2022",5,"0","interceptor",1,0,0,0,0,0,0,0
"25","Nov","22",5,"0","interceptorG2",3,0,0,0,0,0,0,0
"15","Jul","2021",28,"0","olysetplus",2,0,0,0,0,0,0,0
"27","Jan","2022",16,"Control","untreated",0,0,0,0,0,0,0,0
"10","Nov","2020",8,"Control","untreated",0,0,0,0,0,0,0,0
"14","Jun","2022",8,"36","interceptorG2",3,0,0,0,0,0,0,0
"21","Nov","22",1,"Control","untreated",0,0,0,0,0,0,0,0
"16","Jul","2022",36,"36","interceptor",1,0,0,0,0,0,0,0
"26","Mar","2022",18,"36","interceptor",1,0,0,0,0,0,0,0
"21","Nov","22",1,"36","olysetplus",2,0,0,0,0,0,0,0
"07","Jun","2022",2,"36","interceptorG2",3,0,0,0,0,0,0,0
"24","Dec","22",30,"36","interceptorG2",3,0,0,0,0,0,0,0
"19","Mar","2022",12,"36","interceptor",1,0,0,0,0,0,0,0
"07","Dec","2020",31,"0","interceptor",1,0,0,0,0,0,0,0
"01","Apr","2021",28,"0","interceptor",1,0,0,0,0,0,0,0
"28","Nov","22",7,"36","interceptorG2",3,0,0,0,0,0,0,0
"30","Jul","2020",16,"Control","untreated",0,0,0,0,0,0,0,0
"14","Jul","2022",34,"36","interceptorG2",3,0,0,0,0,0,0,0
"07","Apr","2022",28,"36","interceptor",1,0,0,0,0,0,0,0
"08","Dec","2021",27,"Control","untreated",0,0,0,0,0,0,0,0
"09","Dec","22",17,"36","interceptor",1,0,0,0,0,0,0,0
"18","May","2020",1,"Control","untreated",0,0,1,0,0,1,0,1
"21","Dec","22",27,"36","interceptor",1,0,1,0,0,1,0,1
"29","Jun","2021",14,"Control","untreated",0,0,0,0,0,0,0,0
"15","Jul","2022",35,"36","olysetplus",2,0,0,0,0,0,0,0
"14","Apr","2022",34,"36","interceptor",1,0,0,0,0,0,0,0
"23","Dec","22",29,"36","interceptor",1,0,0,0,0,0,0,0
"21","May","2020",4,"0","interceptor",1,0,0,0,0,0,0,0
"04","Aug","2020",20,"Control","untreated",0,0,0,0,0,0,0,0
"06","Jun","2022",1,"Control","untreated",0,0,0,0,0,0,0,0
"28","Nov","22",7,"36","olysetplus",2,0,0,0,0,0,0,0
"15","Jan","2022",6,"0","interceptorG2",3,0,0,0,0,0,0,0
"29","Dec","22",34,"36","olysetplus",2,0,0,0,0,0,0,0
"16","Apr","2022",36,"0","interceptor",1,0,0,0,0,0,0,0
"16","Jun","2021",3,"Control","untreated",0,0,0,0,0,0,0,0
"31","Dec","22",36,"36","olysetplus",2,0,0,0,0,0,0,0
"09","Apr","2021",35,"Control","untreated",0,0,0,0,0,0,0,0
"18","Nov","2020",15,"Control","untreated",0,0,0,0,0,0,0,0
"16","Apr","2022",36,"36","interceptorG2",3,0,0,0,0,0,0,0
"17","Nov","2020",14,"0","interceptor",1,0,0,0,0,0,0,0
"07","Jul","2022",28,"Control","untreated",0,0,0,0,0,0,0,0
"21","Jan","2022",11,"36","interceptorG2",3,0,0,0,0,0,0,0
"04","May","2021",14,"Control","untreated",0,0,0,0,0,0,0,0
"07","Feb","2022",25,"Control","untreated",0,0,0,0,0,0,0,0
"30","Nov","2020",25,"0","interceptorG2",3,0,0,0,0,0,0,0
"27","Jan","2022",16,"36","olysetplus",2,0,0,0,0,0,0,0
"14","Dec","22",21,"0","interceptorG2",3,0,0,0,0,0,0,0
"16","Dec","2021",34,"0","interceptor",1,0,0,0,0,0,0,0
"11","Jan","2022",2,"36","interceptorG2",3,0,0,0,0,0,0,0
"20","Apr","2021",2,"Control","untreated",0,0,0,0,0,0,0,0
"07","Apr","2021",33,"0","interceptorG2",3,0,0,0,0,0,0,0
"17","Jul","2021",30,"Control","untreated",0,0,0,0,0,0,0,0
"16","Dec","2021",34,"0","olysetplus",2,0,0,0,0,0,0,0
"15","Jul","2020",3,"0","interceptorG2",3,0,0,0,0,0,0,0
"18","Jan","2022",8,"36","interceptorG2",3,0,0,0,0,0,0,0
"12","Feb","2022",30,"36","olysetplus",2,0,0,0,0,0,0,0
"21","Mar","2022",13,"Control","untreated",0,0,0,0,0,0,0,0
"20","Jan","2022",10,"0","olysetplus",2,0,0,0,0,0,0,0
"20","Dec","22",26,"Control","untreated",0,0,0,0,0,0,0,0
"19","Dec","22",25,"36","interceptor",1,0,0,0,0,0,0,0
"08","Apr","2022",29,"36","interceptor",1,0,0,0,0,0,0,0
"16","Mar","2022",9,"Control","untreated",0,0,0,0,0,0,0,0
"28","Jan","2022",17,"36","interceptorG2",3,0,0,0,0,0,0,0
"29","Nov","22",8,"36","interceptor",1,0,0,0,0,0,0,0
"12","Mar","2022",6,"36","olysetplus",2,0,1,0,0,1,0,1
"06","Aug","2020",22,"0","interceptorG2",3,0,0,0,0,0,0,0
"27","Jan","2022",16,"36","interceptorG2",3,0,0,0,0,0,0,0
"28","Jan","2022",17,"36","interceptor",1,0,0,0,0,0,0,0
"03","Feb","2021",27,"Control","untreated",0,0,0,0,0,0,0,0
"08","Feb","2022",26,"36","interceptor",1,0,0,0,0,0,0,0
"25","Jun","2020",34,"Control","untreated",0,0,0,0,0,0,0,0
"15","Dec","2021",33,"Control","untreated",0,0,0,0,0,0,0,0
"13","Jul","2022",33,"0","interceptor",1,0,0,0,0,0,0,0
"02","Jul","2022",24,"36","olysetplus",2,0,0,0,0,0,0,0
"08","Dec","2021",27,"0","olysetplus",2,0,0,0,0,0,0,0
"30","Jun","2021",15,"0","olysetplus",2,0,0,0,0,0,0,0
"18","Mar","2022",11,"36","interceptor",1,0,0,0,0,0,0,0
"10","Dec","22",18,"36","interceptor",1,0,0,0,0,0,0,0
"31","Dec","22",36,"36","interceptorG2",3,0,0,0,0,0,0,0
"31","Jan","2022",19,"0","olysetplus",2,0,0,0,0,0,0,0
"22","May","2020",5,"Control","untreated",0,0,1,0,0,1,0,1
"05","Apr","2022",26,"36","interceptorG2",3,0,0,0,0,0,0,0
"15","Jan","2022",6,"36","interceptor",1,0,0,0,0,0,0,0
"25","Nov","2020",21,"0","interceptor",1,0,0,0,0,0,0,0
"28","Jun","2022",20,"36","interceptor",1,0,0,0,0,0,0,0
"17","Nov","2020",14,"Control","untreated",0,0,0,0,0,0,0,0
"12","Jul","2022",32,"Control","untreated",0,0,0,0,0,0,0,0
